date,open,high,low,close,volume
2021-01-04,50.1379,50.2518,50.0741,50.1549,483419
2021-01-05,50.245,50.3177,50.2128,50.2898,409351
2021-01-06,50.4147,50.5117,50.3499,50.4889,470900
2021-01-07,50.5521,50.585,50.4532,50.5201,440224
2021-01-08,50.3236,50.5523,50.1704,50.3631,264268
2021-01-11,50.5486,50.6162,50.3711,50.3944,393337
2021-01-12,50.4718,50.5341,50.3084,50.5266,112186
2021-01-13,50.4157,50.5222,50.169,50.4792,323154
2021-01-14,50.5376,50.54,50.3507,50.5118,118920
2021-01-15,50.5697,50.6203,50.3866,50.4925,389676
2021-01-18,50.6979,50.855,50.5891,50.6946,486688
2021-01-19,50.8504,50.9023,50.6692,50.8213,372555
2021-01-20,50.8445,51.0477,50.7069,50.9384,435974
2021-01-21,51.018,51.2289,50.7709,51.0526,193746
2021-01-22,51.045,51.1812,50.9964,51.0999,497562
2021-01-25,51.0742,51.2783,50.9393,51.1712,320303
2021-01-26,51.107,51.1667,50.8724,51.101,369780
2021-01-27,50.8145,50.9899,50.7896,50.9287,408243
2021-01-28,50.9275,51.0871,50.8952,50.9949,355837
2021-01-29,51.0515,51.1055,50.985,51.0789,226848
2021-02-01,51.2109,51.444,51.1883,51.2536,344572
2021-02-02,51.4863,51.5372,51.4252,51.4659,361589
2021-02-03,51.6947,51.736,51.6456,51.6789,442935
2021-02-04,51.6736,51.7589,51.5948,51.6275,292592
2021-02-05,51.6816,51.7553,51.5289,51.6427,300719
2021-02-08,51.803,51.912,51.6751,51.744,301263
2021-02-09,52.0576,52.2156,52.0563,52.0577,145768
2021-02-10,52.2798,52.4102,52.171,52.2639,136022
2021-02-11,52.46,52.5345,52.3503,52.4332,108172
2021-02-12,52.4524,52.6277,52.2958,52.4449,366486
2021-02-15,52.3839,52.4565,52.2337,52.4048,267543
2021-02-16,52.5224,52.5441,52.443,52.5398,446274
2021-02-17,52.4338,52.7071,52.3231,52.4767,380894
2021-02-18,52.5263,52.7388,52.4249,52.5042,156572
2021-02-19,52.5397,52.5582,52.5028,52.5446,140029
2021-02-22,52.7296,52.8024,52.6137,52.7646,246442
2021-02-23,52.7449,52.8966,52.7031,52.7799,468377
2021-02-24,52.5116,52.5821,52.4896,52.5752,119466
2021-02-25,52.7324,52.7445,52.5544,52.6808,174960
2021-02-26,52.664,52.7635,52.6104,52.6598,111852
2021-03-01,52.6715,52.7314,52.6643,52.717,265465
2021-03-02,52.8032,52.933,52.6044,52.7606,495863
2021-03-03,52.7549,52.7853,52.7427,52.7844,373485
2021-03-04,52.8462,52.9329,52.8141,52.9207,297388
2021-03-05,52.8653,52.9778,52.7229,52.8113,157759
2021-03-08,52.7812,52.9129,52.707,52.8096,242207
2021-03-09,52.913,53.2326,52.7821,52.9346,309817
2021-03-10,52.9247,52.9644,52.9172,52.9225,209950
2021-03-11,52.8655,52.9058,52.667,52.8052,382023
2021-03-12,52.9296,52.9852,52.72,52.9286,492005
2021-03-15,53.0367,53.2997,53.0308,53.1004,182376
2021-03-16,53.1776,53.2619,53.1445,53.1487,200900
2021-03-17,52.9677,53.1635,52.8907,52.9934,150493
2021-03-18,53.2215,53.3709,52.868,53.1213,390283
2021-03-19,52.998,53.0342,52.9909,52.998,284688
2021-03-22,52.9651,53.0951,52.9219,53.0838,213503
2021-03-23,53.0616,53.1973,53.0399,53.0426,187673
2021-03-24,53.0756,53.1315,52.7604,52.9726,128195
2021-03-25,53.0623,53.1314,52.8983,52.9788,290462
2021-03-26,53.1094,53.12,52.9081,53.0123,373310
2021-03-29,52.943,53.0272,52.8764,52.997,194011
2021-03-30,53.1609,53.3656,53.0244,53.1124,100652
2021-03-31,53.0798,53.3288,52.9408,53.1182,289329
2021-04-01,53.2874,53.2923,53.1326,53.2754,370299
2021-04-02,53.2907,53.3655,53.2356,53.3586,237998
2021-04-05,53.3032,53.3774,53.2547,53.3376,200150
2021-04-06,53.2625,53.4164,53.237,53.2985,161716
2021-04-07,53.224,53.259,53.0907,53.1762,398441
2021-04-08,53.303,53.3479,53.1543,53.2603,444626
2021-04-09,53.2905,53.3948,53.1645,53.2758,407900
2021-04-12,53.0046,53.1335,52.9391,53.0763,307274
2021-04-13,53.056,53.0765,52.9462,53.0725,389642
2021-04-14,52.9904,53.1977,52.8247,53.0299,258766
2021-04-15,53.2964,53.3715,53.2267,53.2501,109793
2021-04-16,53.1846,53.391,53.0971,53.122,247030
2021-04-19,53.078,53.1546,52.8416,53.022,381494
2021-04-20,53.1525,53.3482,53.0815,53.1927,358936
2021-04-21,53.244,53.4806,53.2125,53.3902,496058
2021-04-22,53.2698,53.3893,53.2365,53.3641,498999
2021-04-23,53.4258,53.5266,53.3229,53.35,197050
2021-04-26,53.4476,53.4934,53.3681,53.4691,103825
2021-04-27,53.2337,53.356,53.1512,53.2737,209695
2021-04-28,53.2159,53.2268,53.0939,53.1287,450455
2021-04-29,53.2192,53.3696,53.1248,53.152,425410
2021-04-30,53.3712,53.5116,53.3317,53.3699,139501
2021-05-03,53.3611,53.5242,53.2151,53.3767,164158
2021-05-04,53.4338,53.4934,53.3477,53.4409,325410
2021-05-05,53.6277,53.8491,53.5488,53.6155,364233
2021-05-06,53.9813,54.1284,53.7739,53.8951,492933
2021-05-07,53.9095,54.114,53.8394,53.8868,402010
2021-05-10,53.978,54.1314,53.8098,53.9388,184742
2021-05-11,54.2527,54.3543,54.0909,54.1893,114864
2021-05-12,54.0153,54.2457,53.9847,54.0786,353446
2021-05-13,54.2847,54.3176,54.1316,54.2438,321504
2021-05-14,54.1716,54.3063,54.1385,54.1875,468701
2021-05-17,54.1163,54.3126,54.0416,54.2528,330350
2021-05-18,54.1652,54.4229,54.1,54.2808,300496
2021-05-19,54.1758,54.2973,54.1023,54.231,221377
2021-05-20,54.2074,54.4392,54.069,54.1786,134507
2021-05-21,54.269,54.2931,54.2361,54.2628,450537
2021-05-24,54.4351,54.559,54.3544,54.4251,430425
2021-05-25,54.5716,54.5737,54.3289,54.4654,165099
2021-05-26,54.4583,54.5819,54.4307,54.5275,381556
