date,open,high,low,close,volume
2021-01-04,80.1841,80.2204,80.1179,80.1657,118554
2021-01-05,80.4485,80.6114,80.3941,80.3989,361392
2021-01-06,80.5508,80.6203,80.4068,80.5509,136088
2021-01-07,80.8825,80.9094,80.7663,80.8735,212116
2021-01-08,80.6861,80.8993,80.6657,80.7705,380990
2021-01-11,80.3896,80.5291,80.3794,80.3811,337827
2021-01-12,80.3746,80.878,80.1946,80.3335,342658
2021-01-13,80.4736,80.5352,80.4312,80.4473,400470
2021-01-14,80.5417,80.9557,80.2046,80.4958,165889
2021-01-15,80.6781,80.9215,80.539,80.5643,416400
2021-01-18,80.877,80.916,80.7629,80.8013,334614
2021-01-19,80.893,80.8943,80.8596,80.8873,268049
2021-01-20,80.9458,81.1157,80.7327,81.0408,285464
2021-01-21,80.8642,81.0805,80.6966,80.9128,303488
2021-01-22,80.7421,80.8361,80.6564,80.7598,320143
2021-01-25,81.0652,81.0899,80.8606,81.0447,233539
2021-01-26,81.0466,81.2147,81.0413,81.0854,189214
2021-01-27,80.9329,81.0114,80.8544,81.0087,167614
2021-01-28,80.8361,81.447,80.6378,80.9323,236282
2021-01-29,80.718,80.876,80.4676,80.8515,204206
2021-02-01,80.7421,80.7927,80.5394,80.7611,306455
2021-02-02,80.4597,80.8537,80.3224,80.5781,464854
2021-02-03,80.2801,80.4478,80.2005,80.3605,143238
2021-02-04,80.3216,80.5376,80.0302,80.3532,223587
2021-02-05,80.1748,80.4965,80.1361,80.282,119660
2021-02-08,80.5145,80.8619,80.4408,80.4839,489903
2021-02-09,80.6148,80.6201,80.4395,80.5552,380306
2021-02-10,80.5778,80.8432,80.4155,80.6221,196591
2021-02-11,80.4913,80.5333,80.3993,80.5265,265696
2021-02-12,80.5744,80.6286,80.4958,80.5312,389228
2021-02-15,80.5559,80.9131,80.4066,80.6135,483088
2021-02-16,80.6899,80.8262,80.5027,80.7531,329561
2021-02-17,80.8588,80.9658,80.7602,80.7622,208364
2021-02-18,81.0323,81.3211,80.7803,80.9607,378748
2021-02-19,81.035,81.2189,80.827,80.9863,374298
2021-02-22,81.2141,81.3385,81.0476,81.139,357583
2021-02-23,80.9235,81.2675,80.8463,81.0839,118387
2021-02-24,80.9237,81.0181,80.7622,80.8142,382699
2021-02-25,80.9136,81.0194,80.777,80.8819,107849
2021-02-26,81.1054,81.1898,81.0151,81.0235,462218
2021-03-01,81.1724,81.3134,80.9549,81.141,452783
2021-03-02,81.2378,81.5333,81.1642,81.2339,325387
2021-03-03,81.1792,81.4454,80.9955,81.2016,358425
2021-03-04,81.1247,81.2441,81.0821,81.0949,127139
2021-03-05,81.1834,81.2298,81.1505,81.2087,449770
2021-03-08,81.3729,81.4361,81.2416,81.3024,208330
2021-03-09,81.1067,81.2883,80.7776,81.2356,204842
2021-03-10,81.3961,81.6221,81.3087,81.4402,383287
2021-03-11,81.4871,81.6743,80.8163,81.3208,475553
2021-03-12,81.1994,81.3921,81.1795,81.2503,297629
2021-03-15,81.5211,81.5795,81.5017,81.5406,303006
2021-03-16,81.6346,81.8453,81.5132,81.7067,319420
2021-03-17,81.7001,81.7309,81.404,81.6727,216455
2021-03-18,81.684,81.7968,81.5247,81.7442,338632
2021-03-19,81.7788,82.3516,81.4262,81.794,484393
2021-03-22,81.4384,81.8312,81.2777,81.3694,253051
2021-03-23,81.1895,81.3383,80.7719,81.2463,409234
2021-03-24,81.3265,81.4234,81.1612,81.2624,409558
2021-03-25,81.2956,81.609,81.0412,81.2288,440333
2021-03-26,81.3791,81.4356,81.2475,81.2933,389413
2021-03-29,81.5128,81.5344,81.2926,81.5013,468579
2021-03-30,81.7375,81.8171,81.2725,81.4734,385719
2021-03-31,81.4112,81.6802,81.17,81.3255,490462
2021-04-01,81.4292,81.4463,81.3906,81.4027,386124
2021-04-02,81.3027,81.3983,81.1632,81.374,434763
2021-04-05,81.3651,81.5689,81.2761,81.373,456143
2021-04-06,81.4659,81.5613,81.1081,81.3499,493362
2021-04-07,81.8788,81.8877,81.7221,81.739,338157
2021-04-08,81.5176,81.6986,81.3062,81.3973,384089
2021-04-09,81.4223,81.8357,81.1721,81.3585,486828
2021-04-12,81.2801,81.4339,80.9758,81.3823,252095
2021-04-13,81.3191,81.3381,81.0761,81.2795,147677
2021-04-14,81.3491,81.478,81.3309,81.4502,453710
2021-04-15,81.4857,81.821,81.326,81.6071,352783
2021-04-16,81.6433,81.7412,81.5323,81.6238,271393
2021-04-19,81.6468,81.6923,81.3478,81.6041,386770
2021-04-20,81.684,81.9352,81.4932,81.6103,113061
2021-04-21,81.6583,81.8516,81.5788,81.6177,290888
2021-04-22,81.6728,81.7574,81.4531,81.6294,206188
2021-04-23,81.5428,81.6323,81.3812,81.6232,215283
2021-04-26,81.6803,81.9779,81.3377,81.6889,487726
2021-04-27,81.7131,81.9242,81.4252,81.8364,320014
2021-04-28,81.496,81.8086,81.4396,81.6596,156172
2021-04-29,81.5729,81.6917,81.3064,81.5125,245899
2021-04-30,81.1908,81.4753,80.9558,81.2519,197060
2021-05-03,81.4881,81.6718,81.3248,81.4171,463649
2021-05-04,81.5726,81.5772,81.2832,81.4823,216508
2021-05-05,81.5386,81.6613,81.5258,81.5891,242716
2021-05-06,81.4283,81.6115,81.2907,81.3803,233662
2021-05-07,81.6412,81.8575,81.3537,81.6952,170282
2021-05-10,81.4696,81.6843,81.1521,81.6203,412072
2021-05-11,81.6823,82.0535,81.6621,81.6722,330555
2021-05-12,81.7977,81.8699,81.7106,81.8363,274791
2021-05-13,81.6633,81.826,81.5131,81.6993,258397
2021-05-14,81.7958,81.8629,81.475,81.6345,366673
2021-05-17,81.5636,81.765,81.3398,81.6883,138359
2021-05-18,82.2111,82.4403,82.1381,82.1796,472707
2021-05-19,82.1719,82.3691,82.1551,82.2538,325936
2021-05-20,82.6177,82.8024,82.4597,82.5427,191062
2021-05-21,82.7912,82.8427,82.7202,82.7665,315138
2021-05-24,82.8837,82.9462,82.4273,82.8522,440820
2021-05-25,82.635,82.8722,82.6149,82.7132,169278
2021-05-26,82.8498,82.9382,82.7777,82.9133,309539
2021-05-27,82.7664,82.8595,82.5218,82.6898,339055
2021-05-28,83.1263,83.2943,82.9396,82.9793,424013
2021-05-31,83.0773,83.3917,82.7984,83.0374,326943
2021-06-01,82.548,82.6993,82.5208,82.6222,394563
2021-06-02,82.6187,82.7133,82.5497,82.5907,409445
2021-06-03,82.9243,83.0708,82.4284,82.7235,456451
2021-06-04,82.7176,82.8451,82.4412,82.7091,244627
2021-06-07,82.9733,83.0419,82.548,82.8522,381547
2021-06-08,82.6749,82.7813,82.6122,82.7362,199503
2021-06-09,82.5414,82.5893,82.3165,82.5449,437719
2021-06-10,82.609,82.6815,82.3506,82.5579,480487
2021-06-11,82.6207,82.6771,82.5829,82.5878,217684
2021-06-14,82.4918,82.6183,82.4515,82.5551,324487
2021-06-15,82.7155,83.0026,82.5759,82.7825,428935
2021-06-16,82.7483,82.7725,82.5637,82.6666,110855
2021-06-17,82.8417,82.8756,82.61,82.7431,382007
2021-06-18,82.9044,83.2178,82.6161,82.7792,428284
2021-06-21,82.6952,82.7792,82.3501,82.5463,448490
2021-06-22,82.3644,82.5234,82.2949,82.3533,178703
2021-06-23,82.3543,82.7966,82.3156,82.38,402866
2021-06-24,82.8429,82.9077,82.625,82.7311,414414
2021-06-25,82.9109,83.0002,82.8503,82.8518,101140
2021-06-28,82.5096,82.774,82.4463,82.5907,382064
2021-06-29,82.0168,82.1359,81.8828,82.1017,350488
2021-06-30,82.2871,82.3204,81.9061,82.2467,487525
2021-07-01,82.2409,82.389,82.1456,82.2555,117204
2021-07-02,82.4658,82.4968,82.2091,82.468,486231
2021-07-05,82.4358,82.762,82.3163,82.3474,328568
2021-07-06,82.4924,82.6452,82.2968,82.4298,209764
2021-07-07,82.7039,82.8314,82.4728,82.594,254991
2021-07-08,82.3855,82.5506,82.1965,82.5449,406579
2021-07-09,82.5202,82.7557,82.3606,82.4993,498419
2021-07-12,82.5856,82.6818,82.3507,82.5282,226742
2021-07-13,82.5164,82.6888,82.2117,82.6426,493486
2021-07-14,82.6109,82.6669,82.5681,82.665,351679
2021-07-15,82.7812,82.9303,82.7754,82.8508,176806
2021-07-16,82.8009,83.0393,82.7125,82.7991,339098
2021-07-19,82.7385,82.8597,82.5468,82.604,420706
2021-07-20,83.1232,83.2831,82.6715,82.9554,121817
2021-07-21,82.8125,83.1197,82.6462,82.88,131565
2021-07-22,82.8542,82.9486,82.6546,82.8106,102072
2021-07-23,82.8708,82.8769,82.5577,82.8245,328149
2021-07-26,82.8926,83.0599,82.757,82.8605,123105
2021-07-27,82.8543,83.0322,82.4701,82.8213,472842
2021-07-28,82.8684,82.9759,82.7686,82.8433,151176
2021-07-29,83.0014,83.2428,82.8406,82.8615,128644
2021-07-30,83.0068,83.1465,82.8058,82.9154,203060
2021-08-02,82.4618,82.5947,82.4381,82.5493,405273
2021-08-03,82.9505,83.0799,82.5905,82.8846,462782
2021-08-04,82.959,82.9625,82.7715,82.885,200401
2021-08-05,83.0323,83.2211,82.9524,83.0061,307453
2021-08-06,82.8959,83.114,82.7927,82.8023,409504
2021-08-09,82.7647,82.9632,82.6845,82.7491,418756
2021-08-10,82.6792,82.8786,82.5147,82.6627,161167
2021-08-11,82.9405,83.1125,82.8097,82.9304,435324
2021-08-12,82.6909,82.9381,82.4973,82.8582,446911
2021-08-13,83.002,83.1095,82.917,83.0086,393977
2021-08-16,82.8702,83.1991,82.5263,82.9256,310899
2021-08-17,82.777,82.923,82.5311,82.8754,256554
2021-08-18,82.9784,83.1982,82.6101,82.8595,455761
2021-08-19,83.1391,83.2157,83.008,83.0972,445543
2021-08-20,82.8055,83.1422,82.7357,82.808,307288
2021-08-23,82.5683,82.6442,82.5567,82.6149,396819
2021-08-24,82.3424,82.7455,82.0876,82.318,259958
2021-08-25,82.2451,82.2743,82.1003,82.1636,397260
2021-08-26,81.9871,82.0586,81.9854,82.0549,135729
2021-08-27,81.8142,82.0239,81.5009,81.8146,460629
2021-08-30,81.7899,81.9716,81.6776,81.719,306219
2021-08-31,81.2566,81.496,81.0668,81.4142,339465
2021-09-01,81.2682,81.3781,81.0623,81.2729,175756
2021-09-02,81.4574,81.7012,81.2899,81.4924,311429
2021-09-03,81.5717,81.7716,81.454,81.5826,101261
2021-09-06,81.5967,81.8225,81.4199,81.6377,456065
2021-09-07,81.5097,81.5687,81.3424,81.4985,399547
2021-09-08,81.4289,81.4372,81.2686,81.2725,281784
2021-09-09,81.0855,81.1215,80.8614,81.1117,434335
2021-09-10,81.1527,81.2797,81.0997,81.1291,424628
2021-09-13,81.4564,81.7095,81.1582,81.2943,147630
2021-09-14,81.4206,81.5254,81.3497,81.4654,121538
2021-09-15,81.7406,82.0635,81.5519,81.5926,201424
2021-09-16,81.4971,81.6434,81.3125,81.4967,100515
2021-09-17,81.6704,81.7088,81.4194,81.5251,329253
2021-09-20,81.5583,81.6935,81.2106,81.4972,311316
2021-09-21,81.5139,81.792,81.477,81.4889,315191
2021-09-22,81.8399,82.1724,81.6759,81.8453,129444
2021-09-23,81.5305,81.7751,81.4792,81.5814,467278
2021-09-24,81.5738,81.578,81.307,81.5676,490617
2021-09-27,81.8632,81.8986,81.6239,81.7898,336216
2021-09-28,81.5734,81.6685,81.3515,81.5745,102200
2021-09-29,81.4682,81.7668,81.4449,81.494,258389
2021-09-30,81.4118,81.5028,81.1039,81.4322,387259
2021-10-01,81.5011,81.5751,81.4047,81.4202,399490
2021-10-04,81.2843,81.2926,81.1789,81.1848,197353
2021-10-05,81.2516,81.3591,81.1474,81.3058,429080
2021-10-06,81.3841,81.4649,80.9491,81.4385,487020
2021-10-07,81.5767,81.5988,81.5123,81.5458,303468
2021-10-08,81.5527,81.8329,81.4203,81.4283,252616
2021-10-11,81.5602,81.5993,81.2247,81.4668,310451
2021-10-12,81.2429,81.3533,81.0861,81.3447,110913
